Line,Direction,Station from,Station to,Distance (Kms),Un-impeded Running Time (Mins),AM peak (0700-1000) Running Time (Mins),Inter peak (1000 - 1600) Running time (mins),from_naptan_code,to_naptan_code
Circle ,Outer,CANNON STREET,MANSION HOUSE,0.31,0.93,1.5,1.5,940GZZLUCST,940GZZLUMSH
Circle ,Outer,MANSION HOUSE,BLACKFRIARS,0.61,1.22,1.52,1.5,940GZZLUMSH,940GZZLUBKF
Circle ,Outer,BLACKFRIARS,TEMPLE,0.76,1.37,1.5,1.5,940GZZLUBKF,940GZZLUTMP
Circle ,Outer,TEMPLE,EMBANKMENT,0.71,1.43,2.0,2.01,940GZZLUTMP,940GZZLUEMB
Circle ,Outer,EMBANKMENT,WESTMINSTER,0.69,1.4,1.5,1.5,940GZZLUEMB,940GZZLUWSM
Circle ,Outer,WESTMINSTER,ST JAMES PARK,0.76,1.52,1.5,1.5,940GZZLUWSM,
Circle ,Outer,ST JAMES PARK,VICTORIA,0.72,1.33,2.0,2.0,,940GZZLUVIC
Circle ,Outer,VICTORIA,SLOANE SQUARE,1.05,1.75,2.0,2.0,940GZZLUVIC,940GZZLUSSQ
Circle ,Outer,SLOANE SQUARE,SOUTH KENSINGTON,1.22,2.0,2.98,2.5,940GZZLUSSQ,940GZZLUSKS
Circle ,Outer,SOUTH KENSINGTON,GLOUCESTER ROAD,0.74,1.48,2.02,2.54,940GZZLUSKS,940GZZLUGTR
Circle ,Outer,GLOUCESTER ROAD,HIGH STREET KENSINGTON,0.93,2.23,3.98,2.92,940GZZLUGTR,940GZZLUHSK
Circle ,Outer,HIGH STREET KENSINGTON,NOTTING HILL GATE,0.93,1.68,2.0,2.0,940GZZLUHSK,940GZZLUNHG
Circle ,Outer,NOTTING HILL GATE,BAYSWATER,0.79,1.77,2.0,2.0,940GZZLUNHG,940GZZLUBWT
Circle ,Outer,BAYSWATER,PADDINGTON (CIRCLE),0.98,1.63,2.45,2.01,940GZZLUBWT,
Circle ,Outer,PADDINGTON (CIRCLE),EDGWARE ROAD,0.82,2.15,3.71,3.72,,
District,Westbound,UPMINSTER,UPMINSTER BRIDGE,1.24,2.08,2.0,2.03,940GZZLUUPM,940GZZLUUPB
District,Westbound,UPMINSTER BRIDGE,HORNCHURCH,1.26,1.78,2.0,2.0,940GZZLUUPB,940GZZLUHCH
District,Westbound,HORNCHURCH,ELM PARK,1.5,1.98,2.5,2.5,940GZZLUHCH,940GZZLUEPK
District,Westbound,ELM PARK,DAGENHAM EAST,2.37,2.77,3.07,3.18,940GZZLUEPK,940GZZLUDGE
District,Westbound,DAGENHAM EAST,DAGENHAM HEATHWAY,1.35,1.83,2.0,2.0,940GZZLUDGE,940GZZLUDGY
District,Westbound,DAGENHAM HEATHWAY,BECONTREE,1.37,1.88,2.5,2.5,940GZZLUDGY,940GZZLUBEC
District,Westbound,BECONTREE,UPNEY,1.87,2.33,2.5,2.5,940GZZLUBEC,940GZZLUUPY
District,Westbound,UPNEY,BARKING,1.38,1.92,2.66,3.82,940GZZLUUPY,940GZZLUBKG
District,Westbound,BARKING,EAST HAM,2.29,2.87,3.0,3.0,940GZZLUBKG,940GZZLUEHM
District,Westbound,EAST HAM,UPTON PARK,1.4,2.0,2.5,2.5,940GZZLUEHM,940GZZLUUPK
District,Westbound,UPTON PARK,PLAISTOW,1.29,1.93,2.0,2.01,940GZZLUUPK,940GZZLUPLW
District,Westbound,PLAISTOW,WEST HAM,0.76,1.5,1.5,1.5,940GZZLUPLW,940GZZLUWHM
District,Westbound,WEST HAM,BROMLEY BY BOW,1.37,2.12,2.0,2.0,940GZZLUWHM,
District,Westbound,BROMLEY BY BOW,BOW ROAD,1.01,2.23,2.5,2.5,,940GZZLUBWR
District,Westbound,BOW ROAD,MILE END,0.55,1.27,1.5,1.5,940GZZLUBWR,940GZZLUMED
District,Westbound,MILE END,STEPNEY GREEN,1.05,1.72,2.0,2.0,940GZZLUMED,940GZZLUSGN
District,Westbound,STEPNEY GREEN,WHITECHAPEL,1.0,2.63,3.54,3.51,940GZZLUSGN,940GZZLUWPL
District,Westbound,WHITECHAPEL,ALDGATE EAST,0.82,2.18,2.46,2.05,940GZZLUWPL,940GZZLUADE
District,Westbound,ALDGATE EAST,TOWER HILL,0.8,1.87,3.03,3.65,940GZZLUADE,940GZZLUTWH
District,Westbound,TOWER HILL,MONUMENT,0.68,1.48,1.5,1.5,940GZZLUTWH,940GZZLUMMT
District,Westbound,MONUMENT,CANNON STREET,0.34,0.88,1.0,1.0,940GZZLUMMT,940GZZLUCST
District,Westbound,CANNON STREET,MANSION HOUSE,0.31,0.93,1.5,1.5,940GZZLUCST,940GZZLUMSH
District,Westbound,MANSION HOUSE,BLACKFRIARS,0.61,1.22,1.5,1.5,940GZZLUMSH,940GZZLUBKF
District,Westbound,BLACKFRIARS,TEMPLE,0.76,1.37,1.5,1.5,940GZZLUBKF,940GZZLUTMP
District,Westbound,TEMPLE,EMBANKMENT,0.71,1.43,2.0,2.0,940GZZLUTMP,940GZZLUEMB
District,Westbound,EMBANKMENT,WESTMINSTER,0.69,1.4,1.5,1.5,940GZZLUEMB,940GZZLUWSM
District,Westbound,WESTMINSTER,ST JAMES PARK,0.76,1.52,1.5,1.5,940GZZLUWSM,
District,Westbound,ST JAMES PARK,VICTORIA,0.72,1.33,2.0,2.0,,940GZZLUVIC
District,Westbound,VICTORIA,SLOANE SQUARE,1.05,1.75,2.0,2.0,940GZZLUVIC,940GZZLUSSQ
District,Westbound,SLOANE SQUARE,SOUTH KENSINGTON,1.22,2.0,3.0,2.5,940GZZLUSSQ,940GZZLUSKS
District,Westbound,SOUTH KENSINGTON,GLOUCESTER ROAD,0.74,1.48,2.0,2.01,940GZZLUSKS,940GZZLUGTR
District,Westbound,GLOUCESTER ROAD,EARLS COURT,0.93,1.82,3.04,3.59,940GZZLUGTR,
District,Westbound,EDGWARE ROAD,PADDINGTON (CIRCLE),0.82,1.85,2.0,2.0,,
District,Westbound,PADDINGTON (CIRCLE),BAYSWATER,0.98,1.65,2.0,2.0,,940GZZLUBWT
District,Westbound,BAYSWATER,NOTTING HILL GATE,0.79,1.47,2.0,2.0,940GZZLUBWT,940GZZLUNHG
District,Westbound,NOTTING HILL GATE,HIGH STREET KENSINGTON,0.93,1.58,3.28,3.36,940GZZLUNHG,940GZZLUHSK
District,Westbound,HIGH STREET KENSINGTON,EARLS COURT,1.26,2.72,4.11,3.82,940GZZLUHSK,
District,Westbound,EARLS COURT,KENSINGTON (OLYMPIA),1.54,3.08,3.0,3.0,,940GZZLUKOY
District,Westbound,EARLS COURT,WEST BROMPTON,0.6,1.42,1.5,1.5,,940GZZLUWBN
District,Westbound,WEST BROMPTON,FULHAM BROADWAY,0.84,1.55,1.5,1.5,940GZZLUWBN,940GZZLUFBY
District,Westbound,FULHAM BROADWAY,PARSONS GREEN,0.79,1.5,2.0,2.0,940GZZLUFBY,940GZZLUPSG
District,Westbound,PARSONS GREEN,PUTNEY BRIDGE,0.95,2.32,2.5,2.5,940GZZLUPSG,940GZZLUPYB
District,Westbound,PUTNEY BRIDGE,EAST PUTNEY,1.11,2.18,2.0,2.0,940GZZLUPYB,940GZZLUEPY
District,Westbound,EAST PUTNEY,SOUTHFIELDS,1.53,2.35,2.5,2.5,940GZZLUEPY,940GZZLUSFS
District,Westbound,SOUTHFIELDS,WIMBLEDON PARK,1.45,2.05,2.5,2.51,940GZZLUSFS,940GZZLUWIP
District,Westbound,WIMBLEDON PARK,WIMBLEDON,1.5,3.5,3.02,3.08,940GZZLUWIP,940GZZLUWIM
District,Westbound,EARLS COURT,WEST KENSINGTON,0.9,1.62,2.0,2.0,,940GZZLUWKN
District,Westbound,WEST KENSINGTON,BARONS COURT,0.64,1.32,1.5,1.5,940GZZLUWKN,940GZZLUBSC
District,Westbound,BARONS COURT,HAMMERSMITH (DISTRICT),0.68,1.33,1.5,1.5,940GZZLUBSC,
District,Westbound,HAMMERSMITH (DISTRICT),RAVENSCOURT PARK,0.93,1.63,2.0,2.0,,940GZZLURVP
District,Westbound,RAVENSCOURT PARK,STAMFORD BROOK,0.77,1.37,1.5,1.5,940GZZLURVP,940GZZLUSFB
District,Westbound,STAMFORD BROOK,TURNHAM GREEN,0.55,1.17,1.97,1.58,940GZZLUSFB,940GZZLUTNG
District,Westbound,TURNHAM GREEN,CHISWICK PARK,0.95,1.58,2.0,2.0,940GZZLUTNG,940GZZLUCWP
District,Westbound,CHISWICK PARK,ACTON TOWN,1.22,1.83,2.63,2.06,940GZZLUCWP,940GZZLUACT
District,Westbound,ACTON TOWN,EALING COMMON,1.03,1.5,2.0,2.0,940GZZLUACT,940GZZLUECM
District,Westbound,EALING COMMON,EALING BROADWAY,1.5,3.5,3.5,3.54,940GZZLUECM,940GZZLUEBY
District,Westbound,TURNHAM GREEN,GUNNERSBURY,1.59,2.28,3.15,3.0,940GZZLUTNG,940GZZLUGBY
District,Westbound,GUNNERSBURY,KEW GARDENS,1.71,2.43,2.5,2.5,940GZZLUGBY,940GZZLUKWG
District,Westbound,KEW GARDENS,RICHMOND,2.14,4.1,3.57,3.5,940GZZLUKWG,940GZZLURMD
District,Eastbound,EALING BROADWAY,EALING COMMON,1.5,2.67,3.0,3.0,940GZZLUEBY,940GZZLUECM
District,Eastbound,EALING COMMON,ACTON TOWN,1.03,1.9,3.26,2.96,940GZZLUECM,940GZZLUACT
District,Eastbound,ACTON TOWN,CHISWICK PARK,1.22,1.8,2.0,2.0,940GZZLUACT,940GZZLUCWP
District,Eastbound,CHISWICK PARK,TURNHAM GREEN,0.95,1.48,2.07,2.09,940GZZLUCWP,940GZZLUTNG
District,Eastbound,TURNHAM GREEN,STAMFORD BROOK,0.55,1.15,1.5,1.5,940GZZLUTNG,940GZZLUSFB
District,Eastbound,STAMFORD BROOK,RAVENSCOURT PARK,0.77,1.4,1.5,1.5,940GZZLUSFB,940GZZLURVP
District,Eastbound,RAVENSCOURT PARK,HAMMERSMITH (DISTRICT),0.93,1.85,2.0,2.0,940GZZLURVP,
District,Eastbound,HAMMERSMITH (DISTRICT),BARONS COURT,0.68,1.43,2.0,2.0,,940GZZLUBSC
District,Eastbound,BARONS COURT,WEST KENSINGTON,0.64,1.28,1.5,1.5,940GZZLUBSC,940GZZLUWKN
District,Eastbound,WEST KENSINGTON,EARLS COURT,0.9,2.17,2.63,3.3,940GZZLUWKN,
District,Eastbound,RICHMOND,KEW GARDENS,2.14,3.1,3.02,3.0,940GZZLURMD,940GZZLUKWG
District,Eastbound,KEW GARDENS,GUNNERSBURY,1.71,2.42,3.0,3.0,940GZZLUKWG,940GZZLUGBY
District,Eastbound,GUNNERSBURY,TURNHAM GREEN,1.59,2.6,4.02,3.67,940GZZLUGBY,940GZZLUTNG
District,Eastbound,WIMBLEDON,WIMBLEDON PARK,1.5,2.82,3.0,3.0,940GZZLUWIM,940GZZLUWIP
District,Eastbound,WIMBLEDON PARK,SOUTHFIELDS,1.45,2.18,2.0,2.0,940GZZLUWIP,940GZZLUSFS
District,Eastbound,SOUTHFIELDS,EAST PUTNEY,1.53,2.37,2.5,2.5,940GZZLUSFS,940GZZLUEPY
District,Eastbound,EAST PUTNEY,PUTNEY BRIDGE,1.11,1.85,2.0,2.0,940GZZLUEPY,940GZZLUPYB
District,Eastbound,PUTNEY BRIDGE,PARSONS GREEN,0.95,1.92,2.0,2.0,940GZZLUPYB,940GZZLUPSG
District,Eastbound,PARSONS GREEN,FULHAM BROADWAY,0.79,1.48,2.0,2.0,940GZZLUPSG,940GZZLUFBY
District,Eastbound,FULHAM BROADWAY,WEST BROMPTON,0.84,1.57,1.5,1.5,940GZZLUFBY,940GZZLUWBN
District,Eastbound,WEST BROMPTON,EARLS COURT,0.6,1.42,3.44,3.24,940GZZLUWBN,
District,Eastbound,KENSINGTON (OLYMPIA),EARLS COURT,1.54,2.73,3.65,3.94,940GZZLUKOY,
District,Eastbound,EARLS COURT,HIGH STREET KENSINGTON,1.26,3.05,3.58,3.12,,940GZZLUHSK
District,Eastbound,HIGH STREET KENSINGTON,NOTTING HILL GATE,0.93,1.68,2.0,2.0,940GZZLUHSK,940GZZLUNHG
District,Eastbound,NOTTING HILL GATE,BAYSWATER,0.79,1.77,2.0,2.0,940GZZLUNHG,940GZZLUBWT
District,Eastbound,BAYSWATER,PADDINGTON (DIS),0.98,1.63,2.45,2.01,940GZZLUBWT,
District,Eastbound,PADDINGTON (DIS),EDGWARE ROAD,0.82,2.15,2.5,2.5,,
District,Eastbound,EARLS COURT,GLOUCESTER ROAD,0.93,1.92,2.53,2.65,,940GZZLUGTR
District,Eastbound,GLOUCESTER ROAD,SOUTH KENSINGTON,0.74,1.43,1.5,1.5,940GZZLUGTR,940GZZLUSKS
District,Eastbound,SOUTH KENSINGTON,SLOANE SQUARE,1.22,1.98,2.0,2.0,940GZZLUSKS,940GZZLUSSQ
District,Eastbound,SLOANE SQUARE,VICTORIA,1.05,1.8,2.0,2.0,940GZZLUSSQ,940GZZLUVIC
District,Eastbound,VICTORIA,ST JAMES PARK,0.72,1.42,1.5,1.5,940GZZLUVIC,
District,Eastbound,ST JAMES PARK,WESTMINSTER,0.76,1.5,2.0,2.0,,940GZZLUWSM
District,Eastbound,WESTMINSTER,EMBANKMENT,0.69,1.37,2.0,2.0,940GZZLUWSM,940GZZLUEMB
District,Eastbound,EMBANKMENT,TEMPLE,0.71,1.37,2.0,2.0,940GZZLUEMB,940GZZLUTMP
District,Eastbound,TEMPLE,BLACKFRIARS,0.76,1.4,2.0,2.0,940GZZLUTMP,940GZZLUBKF
District,Eastbound,BLACKFRIARS,MANSION HOUSE,0.61,1.52,1.98,1.52,940GZZLUBKF,940GZZLUMSH
District,Eastbound,MANSION HOUSE,CANNON STREET,0.31,0.98,1.0,1.0,940GZZLUMSH,940GZZLUCST
District,Eastbound,CANNON STREET,MONUMENT,0.34,0.97,1.5,1.5,940GZZLUCST,940GZZLUMMT
District,Eastbound,MONUMENT,TOWER HILL,0.68,1.8,2.08,2.43,940GZZLUMMT,940GZZLUTWH
District,Eastbound,TOWER HILL,ALDGATE EAST,0.8,1.88,2.91,2.21,940GZZLUTWH,940GZZLUADE
District,Eastbound,ALDGATE EAST,WHITECHAPEL,0.82,2.17,2.72,2.76,940GZZLUADE,940GZZLUWPL
District,Eastbound,WHITECHAPEL,STEPNEY GREEN,1.0,2.05,2.0,2.0,940GZZLUWPL,940GZZLUSGN
District,Eastbound,STEPNEY GREEN,MILE END,1.05,1.73,2.0,2.0,940GZZLUSGN,940GZZLUMED
District,Eastbound,MILE END,BOW ROAD,0.55,1.27,1.51,1.5,940GZZLUMED,940GZZLUBWR
District,Eastbound,BOW ROAD,BROMLEY BY BOW,1.01,2.12,2.0,2.0,940GZZLUBWR,
District,Eastbound,BROMLEY BY BOW,WEST HAM,1.37,2.0,2.0,2.0,,940GZZLUWHM
District,Eastbound,WEST HAM,PLAISTOW,0.76,1.43,2.04,2.0,940GZZLUWHM,940GZZLUPLW
District,Eastbound,PLAISTOW,UPTON PARK,1.29,1.97,2.0,2.0,940GZZLUPLW,940GZZLUUPK
District,Eastbound,UPTON PARK,EAST HAM,1.4,2.02,2.0,2.0,940GZZLUUPK,940GZZLUEHM
District,Eastbound,EAST HAM,BARKING,2.29,3.78,3.9,4.06,940GZZLUEHM,940GZZLUBKG
District,Eastbound,BARKING,UPNEY,1.38,1.97,2.05,2.01,940GZZLUBKG,940GZZLUUPY
District,Eastbound,UPNEY,BECONTREE,1.87,2.33,2.5,2.51,940GZZLUUPY,940GZZLUBEC
District,Eastbound,BECONTREE,DAGENHAM HEATHWAY,1.37,1.88,2.5,2.51,940GZZLUBEC,940GZZLUDGY
District,Eastbound,DAGENHAM HEATHWAY,DAGENHAM EAST,1.35,1.85,2.22,2.3,940GZZLUDGY,940GZZLUDGE
District,Eastbound,DAGENHAM EAST,ELM PARK,2.37,2.85,3.0,3.0,940GZZLUDGE,940GZZLUEPK
District,Eastbound,ELM PARK,HORNCHURCH,1.5,2.05,2.5,2.5,940GZZLUEPK,940GZZLUHCH
District,Eastbound,HORNCHURCH,UPMINSTER BRIDGE,1.26,1.77,2.0,2.0,940GZZLUHCH,940GZZLUUPB
District,Eastbound,UPMINSTER BRIDGE,UPMINSTER,1.24,2.32,2.03,2.01,940GZZLUUPB,940GZZLUUPM
East London ,Northbound,NEW CROSS,SURREY QUAYS,2.27,3.62,4.0,4.0,,
East London ,Northbound,NEW CROSS GATE,SURREY QUAYS,2.04,2.8,3.5,3.5,,
East London ,Northbound,SURREY QUAYS,CANADA WATER,0.55,1.47,1.5,1.5,,940GZZLUCWR
East London ,Northbound,CANADA WATER,ROTHERHITHE,0.32,0.85,1.0,1.0,940GZZLUCWR,
East London ,Northbound,ROTHERHITHE,WAPPING,0.51,1.17,1.5,1.5,,
East London ,Northbound,WAPPING,SHADWELL,0.77,1.43,1.5,1.5,,
East London ,Northbound,SHADWELL,WHITECHAPEL,0.98,1.98,2.5,2.17,,940GZZLUWPL
East London ,Northbound,WHITECHAPEL,SHOREDITCH,0.72,1.85,2.0,2.0,940GZZLUWPL,
East London ,Southbound,SHOREDITCH,WHITECHAPEL,0.72,1.6,2.0,2.0,,940GZZLUWPL
East London ,Southbound,WHITECHAPEL,SHADWELL,0.98,1.82,2.0,2.0,940GZZLUWPL,
East London ,Southbound,SHADWELL,WAPPING,0.77,1.3,1.5,1.5,,
East London ,Southbound,WAPPING,ROTHERHITHE,0.51,1.17,1.5,1.5,,
East London ,Southbound,ROTHERHITHE,CANADA WATER,0.32,0.93,1.0,1.0,,940GZZLUCWR
East London ,Southbound,CANADA WATER,SURREY QUAYS,0.55,1.7,2.0,2.09,940GZZLUCWR,
East London ,Southbound,SURREY QUAYS,NEW CROSS,2.27,4.27,4.5,4.5,,
East London ,Southbound,SURREY QUAYS,NEW CROSS GATE,2.04,3.88,3.5,3.5,,
,,,,,,,,,
,,,,,,,,,
DLR,Eastbound,BANK,SHADWELL,2.28,,,,940GZZLUBNK,
DLR,Eastbound,TOWER GATEWAY,SHADWELL,1.01,,,,,
DLR,Eastbound,SHADELL,LIMEHOUSE,1.03,,,,,
DLR,Eastbound,LIMEHOUSE,WESTFERRY,0.86,,,,,
DLR,Eastbound,WESTFERRY,POPLAR,0.64,,,,,
DLR,Eastbound,WESTFERRY,CANARY WHARF,0.71,,,,,940GZZLUCYF
DLR,Eastbound,POPLAR,BLACKWALL,0.59,,,,,
DLR,Eastbound,BLACKWALL,EAST INDIA,0.3,,,,,
DLR,Eastbound,EAST INDIA,CANNING TOWN,1.0,,,,,940GZZLUCGT
DLR,Eastbound,CANNING TOWN,ROYAL VICTORIA,0.88,,,,940GZZLUCGT,
DLR,Eastbound,ROYAL VICTORIA,CUSTOM HOUSE,0.48,,,,,
DLR,Eastbound,CUSTOM HOUSE,PRINCE REGENT,0.43,,,,,
DLR,Eastbound,PRINCE REGENT,ROYAL ALBERT,0.85,,,,,
DLR,Eastbound,ROYAL ALBERT,BECKTON PARK,0.57,,,,,
DLR,Eastbound,BECKTON PARK,CYPRUS,0.54,,,,,
DLR,Eastbound,CYPRUS,GALLIONS REACH,0.65,,,,,
DLR,Eastbound,GALLIONS REACH,BECKTON,1.08,,,,,
DLR,Eastbound,CANNING TOWN,WEST SILVERTOWN,1.57,,,,940GZZLUCGT,
DLR,Eastbound,WEST SILVERTOWN,PONTOON DOCK,0.68,,,,,
DLR,Eastbound,PONTOON DOCK,LONDON CITY AIRPORT,1.02,,,,,
DLR,Eastbound,LONDON CITY AIRPORT,KING GEORGE V,0.95,,,,,
DLR,Eastbound,KING GEORGE V,WOOLWICH ARSENAL,2.36,,,,,
,,,,,,,,,
DLR,Westbound,WOOLWICH ARSENAL,KING GEORGE V,2.3,,,,,
DLR,Westbound,KING GEORGE V,LONDON CITY AIRPORT,0.95,,,,,
DLR,Westbound,LONDON CITY AIRPORT,PONTOON DOCK,1.01,,,,,
DLR,Westbound,PONTOON DOCK,WEST SILVERTOWN,0.69,,,,,
DLR,Westbound,WEST SILVERTOWN,CANNING TOWN,1.58,,,,,940GZZLUCGT
DLR,Westbound,BECKTON,GALLIONS REACH,1.09,,,,,
DLR,Westbound,GALLIONS REACH,CYPRUS,0.66,,,,,
DLR,Westbound,CYPRUS,BECKTON PARK,0.54,,,,,
DLR,Westbound,BECKTON PARK,ROYAL ALBERT,0.56,,,,,
DLR,Westbound,ROYAL ALBERT,PRINCE REGENT,0.85,,,,,
DLR,Westbound,PRINCE REGENT,CUSTOM HOUSE,0.41,,,,,
DLR,Westbound,CUSTOM HOUSE,ROYAL VICTORIA,0.49,,,,,
DLR,Westbound,ROYAL VICTORIA,CANNING TOWN,0.89,,,,,940GZZLUCGT
DLR,Westbound,CANNING TOWN,EAST INDIA,0.99,,,,940GZZLUCGT,
DLR,Westbound,EAST INDIA,BLACKWALL,0.3,,,,,
DLR,Westbound,BLACKWALL,POPLAR,0.59,,,,,
DLR,Westbound,WEST INDIA QUAY,WESTFERRY,0.49,,,,,
DLR,Westbound,POPLAR,WESTFERRY,0.65,,,,,
DLR,Westbound,WESTFERRY,LIMEHOUSE,0.86,,,,,
DLR,Westbound,LIMEHOUSE,SHADELL,1.03,,,,,
DLR,Westbound,SHADWELL,TOWER GATEWAY,1.15,,,,,
DLR,Westbound,SHADWELL,BANK,2.26,,,,,940GZZLUBNK
,,,,,,,,,
DLR,Northbound,LEWISHAM,ELVERSON ROAD,0.33,,,,,
DLR,Northbound,ELVERSON ROAD,DEPTFORD BRIDGE,0.72,,,,,
DLR,Northbound,DEPTFORD BRIDGE,GREENWICH,0.66,,,,,
DLR,Northbound,GREENWICH,CUTTY SARK,0.59,,,,,
DLR,Northbound,CUTTY SARK,ISLAND GARDENS,0.68,,,,,
DLR,Northbound,ISLAND GARDENS,MUDCHUTE,0.38,,,,,
DLR,Northbound,MUDCHUTE,CROSSHARBOUR,0.39,,,,,
DLR,Northbound,CROSSHARBOUR,SOUTH QUAY,0.5,,,,,
DLR,Northbound,SOUTH QUAY,HERON QUAYS,0.5,,,,,
DLR,Northbound,HERON QUAYS,CANARY WHARF,0.15,,,,,940GZZLUCYF
DLR,Northbound,CANARY WHARF,WEST INDIA QUAY,0.09,,,,940GZZLUCYF,
DLR,Northbound,WEST INDIA QUAY,POPLAR,0.24,,,,,
DLR,Northbound,POPLAR,ALL SAINTS,0.6,,,,,
DLR,Northbound,ALL SAINTS,LANGDON PARK,0.44,,,,,
DLR,Northbound,LANGDON PARK,DEVONS ROAD,0.72,,,,,
DLR,Northbound,DEVONS ROAD,BOW CHURCH,0.53,,,,,
DLR,Northbound,BOW CHURCH,PUDDING MILL LANE,0.94,,,,,
DLR,Northbound,PUDDING MILL LANE,STRATFORD,0.89,,,,,940GZZLUSTD
DLR,Northbound,CANNING TOWN,STAR LANE,0.7,,,,940GZZLUCGT,
DLR,Northbound,STAR LANE,WEST HAM,0.69,,,,,940GZZLUWHM
DLR,Northbound,WEST HAM,ABBEY ROAD,0.5,,,,940GZZLUWHM,
DLR,Northbound,ABBEY ROAD,STRATFORD HIGH STREET,0.53,,,,,
DLR,Northbound,STRATFORD HIGH STREET,STRATFORD,0.35,,,,,940GZZLUSTD
DLR,Northbound,STRATFORD,STRATFORD INTERNATIONAL,1.24,,,,940GZZLUSTD,
,,,,,,,,,
DLR,Southbound,STRATFORD INTERNATIONAL,STRATFORD,1.23,,,,,940GZZLUSTD
DLR,Southbound,STRATFORD,STRATFORD HIGH STREET,0.35,,,,940GZZLUSTD,
DLR,Southbound,STRATFORD HIGH STREET,ABBEY ROAD,0.54,,,,,
DLR,Southbound,ABBEY ROAD,WEST HAM,0.5,,,,,940GZZLUWHM
DLR,Southbound,WEST HAM,STAR LANE,0.69,,,,940GZZLUWHM,
DLR,Southbound,STAR LANE,CANNING TOWN,0.69,,,,,940GZZLUCGT
DLR,Southbound,STRATFORD,PUDDING MILL LANE,0.89,,,,940GZZLUSTD,
DLR,Southbound,PUDDING MILL LANE,BOW CHURCH,0.94,,,,,
DLR,Southbound,BOW CHURCH,DEVONS ROAD,0.54,,,,,
DLR,Southbound,DEVONS ROAD,LANGDON PARK,0.72,,,,,
DLR,Southbound,LANGDON PARK,ALL SAINTS,0.47,,,,,
DLR,Southbound,ALL SAINTS,POPLAR,0.59,,,,,
DLR,Southbound,POPLAR,WEST INDIA QUAY,0.22,,,,,
DLR,Southbound,WEST INDIA QUAY,CANARY WHARF,0.09,,,,,940GZZLUCYF
DLR,Southbound,CANARY WHARF,HERON QUAYS,0.15,,,,940GZZLUCYF,
DLR,Southbound,HERON QUAYS,SOUTH QUAY,0.5,,,,,
DLR,Southbound,SOUTH QUAY,CROSSHARBOUR,0.51,,,,,
DLR,Southbound,CROSSHARBOUR,MUDCHUTE,0.4,,,,,
DLR,Southbound,MUDCHUTE,ISLAND GARDENS,0.37,,,,,
DLR,Southbound,ISLAND GARDENS,CUTTY SARK,0.68,,,,,
DLR,Southbound,CUTTY SARK,GREENWICH,0.61,,,,,
DLR,Southbound,GREENWICH,DEPTFORD BRIDGE,0.66,,,,,
DLR,Southbound,DEPTFORD BRIDGE,ELVERSON ROAD,0.72,,,,,
DLR,Southbound,ELVERSON ROAD,LEWISHAM,0.32,,,,,
